customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,is_business,age,years_as_customer,lifetime_spend,spend_per_year,education_level,2D_DBSCAN_clusters,3D_DBSCAN_cluster
15769,Melissa Abruzzino,female,1945-12-07 03:24:00,1.0,0.0,5.0,1.0,164.0,12.0,9.0,98.0,100.0,194.0,90.0,82.0,60.0,0.0,118.0,0.198868628907073,2008.0,,38.74577495012542,-9.18225237347159,0,78,13.0,800.0,61.53846153846154,0,7,7
28460,Kimberly Borda,female,1955-07-27 01:35:00,0.0,0.0,1.0,1.0,219.0,6.0,11.0,99.0,99.0,381.0,64.0,40.0,54.0,0.0,103.0,0.2048017725476165,2008.0,,38.75916218323592,-9.142191593021623,0,68,13.0,962.0,74.0,0,7,7
27281,Hattie Fawcett,female,1946-07-07 11:23:00,1.0,1.0,2.0,1.0,175.0,9.0,9.0,102.0,101.0,455.0,47.0,32.0,54.0,0.0,108.0,0.1968965007016925,2007.0,,38.77637196792983,-9.189613159946624,0,77,14.0,975.0,69.64285714285714,0,7,7
19253,David Klug,male,1956-10-14 06:13:00,1.0,1.0,2.0,1.0,191.0,14.0,10.0,107.0,95.0,262.0,56.0,53.0,62.0,0.0,91.0,0.2065725429474264,2016.0,,38.72847608083151,-9.181574137909504,0,67,5.0,840.0,168.0,0,7,7
22618,Sofia Donaldson,female,1940-07-12 01:30:00,0.0,0.0,7.0,1.0,143.0,11.0,10.0,94.0,94.0,311.0,46.0,73.0,57.0,0.0,87.0,0.1962083481562679,2008.0,,38.759714272775206,-9.144009339357254,0,83,13.0,829.0,63.76923076923077,0,7,7
13040,Steve Mallory,male,1956-07-08 03:36:00,1.0,1.0,5.0,1.0,270.0,10.0,11.0,95.0,107.0,208.0,27.0,58.0,47.0,0.0,98.0,0.204831879006965,2007.0,,38.76996227835152,-9.139015215067502,0,67,14.0,822.0,58.71428571428572,0,7,7
21376,Janet Obregon,female,1958-05-15 07:19:00,0.0,0.0,4.0,1.0,209.0,8.0,11.0,105.0,101.0,517.0,57.0,52.0,58.0,0.0,102.0,0.1979738119468068,2009.0,,38.72584077081622,-9.144206220995663,0,65,12.0,1107.0,92.25,0,7,7
1041,Jose Bassi,male,1942-03-29 03:22:00,1.0,1.0,2.0,1.0,124.0,11.0,9.0,102.0,93.0,291.0,71.0,45.0,52.0,0.0,102.0,0.1955858426874512,2012.0,,38.7153523315642,-9.171036669416369,0,81,9.0,789.0,87.66666666666667,0,7,7
20928,Mary Morris,female,1944-07-11 06:20:00,0.0,1.0,4.0,1.0,189.0,13.0,9.0,98.0,95.0,203.0,82.0,51.0,54.0,0.0,112.0,0.1978957519446519,2009.0,,38.75471917262111,-9.157755426661744,0,79,12.0,785.0,65.41666666666667,0,7,7
4114,Darlene Lairmore,female,1952-04-15 10:02:00,0.0,0.0,4.0,1.0,197.0,11.0,11.0,98.0,95.0,249.0,62.0,35.0,46.0,0.0,100.0,0.1956617771776462,2008.0,,38.759828528911,-9.19172153804172,0,71,13.0,793.0,61.0,0,7,7
16336,Sherry Mack,female,1941-01-30 08:30:00,0.0,0.0,0.0,1.0,154.0,13.0,9.0,92.0,98.0,445.0,65.0,64.0,42.0,0.0,106.0,0.2046853851733205,2012.0,,38.77892783259008,-9.157236477423684,0,82,9.0,973.0,108.11111111111111,0,7,7
2894,Jennifer Cargle,female,1947-08-25 08:59:00,1.0,0.0,1.0,1.0,171.0,8.0,10.0,109.0,96.0,148.0,66.0,58.0,51.0,0.0,112.0,0.1952666447908993,2014.0,,38.76198113370104,-9.133151825988032,0,76,7.0,707.0,101.0,0,7,7
3414,Ebony Finley,female,1963-10-06 12:59:00,1.0,1.0,6.0,1.0,171.0,10.0,9.0,96.0,94.0,311.0,18.0,53.0,50.0,0.0,95.0,0.2066861654173323,2006.0,,38.75702746912477,-9.134137130243587,0,60,15.0,803.0,53.53333333333333,0,7,7
12497,Edith Sanchez,female,1958-03-22 05:30:00,0.0,1.0,5.0,1.0,144.0,10.0,9.0,97.0,101.0,248.0,27.0,14.0,51.0,0.0,94.0,0.1999051753168755,2008.0,,38.71230931966009,-9.206103073829023,0,65,13.0,692.0,53.23076923076923,0,7,7
24853,Gilbert Dunn,male,1950-10-20 10:09:00,1.0,0.0,5.0,1.0,222.0,10.0,10.0,102.0,95.0,275.0,61.0,29.0,47.0,0.0,88.0,0.2066275958173516,2014.0,,38.75273419622893,-9.179639382148665,0,73,7.0,841.0,120.14285714285714,0,7,7
2269,Janice Pacheco,female,1945-08-01 08:58:00,0.0,1.0,4.0,1.0,293.0,6.0,11.0,110.0,98.0,216.0,32.0,40.0,39.0,0.0,103.0,0.1967315478844436,2003.0,,38.74221765478745,-9.197635050595387,0,78,18.0,834.0,46.333333333333336,0,7,7
12297,Walter Jendras,male,1941-07-17 12:34:00,0.0,1.0,5.0,1.0,230.0,10.0,9.0,102.0,98.0,339.0,20.0,29.0,54.0,0.0,108.0,0.1937784912967556,2009.0,,38.75501462074817,-9.208135473314757,0,82,12.0,882.0,73.5,0,7,7
28339,Bruce King,male,1943-04-03 11:22:00,0.0,1.0,7.0,1.0,272.0,8.0,10.0,98.0,100.0,384.0,19.0,75.0,44.0,0.0,91.0,0.1938828069288613,2014.0,,38.78614125677094,-9.199726811914765,0,80,7.0,1000.0,142.85714285714286,0,7,7
629,Nora Roach,female,1958-04-08 09:51:00,0.0,1.0,2.0,1.0,234.0,13.0,10.0,99.0,93.0,201.0,45.0,33.0,48.0,0.0,95.0,0.1990428928246656,2009.0,992628.0,38.72623518478236,-9.148752394518311,0,65,12.0,766.0,63.833333333333336,0,7,7
6377,Kerry Seacat,female,1964-03-19 08:38:00,0.0,0.0,6.0,1.0,169.0,9.0,9.0,104.0,98.0,371.0,52.0,18.0,51.0,0.0,93.0,0.2087875976859937,2010.0,,38.71764761421801,-9.194409226142996,0,59,11.0,872.0,79.27272727272727,0,7,7
10115,Brett Pogue,male,1964-01-30 02:25:00,1.0,0.0,6.0,1.0,57.0,10.0,9.0,92.0,97.0,313.0,99.0,45.0,45.0,0.0,80.0,0.1984833533128077,2011.0,,38.76197686593284,-9.18455381873784,0,59,10.0,758.0,75.8,0,7,7
22477,Heather Baer,female,1946-06-03 02:15:00,0.0,1.0,5.0,1.0,212.0,9.0,9.0,93.0,98.0,501.0,73.0,43.0,43.0,0.0,104.0,0.1975797468912366,2007.0,,38.71512888991342,-9.154480751471752,0,77,14.0,1072.0,76.57142857142857,0,7,7
15295,Jackie Samons,female,1956-04-20 12:37:00,0.0,1.0,4.0,1.0,228.0,11.0,9.0,101.0,97.0,447.0,26.0,34.0,46.0,0.0,111.0,0.2056426628898591,2007.0,,38.771187373267566,-9.15947685462703,0,67,14.0,990.0,70.71428571428571,0,7,7
12888,Charles Moore,male,1959-05-13 12:14:00,1.0,1.0,5.0,1.0,136.0,10.0,11.0,101.0,105.0,277.0,57.0,55.0,41.0,0.0,93.0,0.1979436683906012,2013.0,,38.73083365269924,-9.163917317342776,0,64,8.0,782.0,97.75,0,7,7
429,Msc. Brandi Cutts,female,1960-05-15 04:52:00,1.0,1.0,1.0,1.0,195.0,15.0,11.0,105.0,96.0,207.0,35.0,74.0,56.0,0.0,103.0,0.1996434430481509,2012.0,901123.0,38.77284261338368,-9.166869620208276,0,63,9.0,783.0,87.0,2,7,7
22486,Victor Carney,male,1943-03-08 03:24:00,0.0,0.0,5.0,1.0,228.0,8.0,10.0,104.0,97.0,386.0,53.0,52.0,47.0,0.0,94.0,0.2014389323198232,2009.0,,38.772763285710816,-9.202165088292327,0,80,12.0,975.0,81.25,0,7,7
1566,Thomas Fike,male,1946-04-12 12:33:00,1.0,1.0,2.0,1.0,145.0,10.0,9.0,106.0,95.0,443.0,16.0,26.0,50.0,0.0,118.0,0.1977413802296615,2007.0,,38.76829117241572,-9.180447906145249,0,77,14.0,891.0,63.642857142857146,0,7,7
25913,Jessica Anderson,female,1954-01-04 02:24:00,1.0,1.0,2.0,1.0,193.0,12.0,12.0,97.0,100.0,437.0,38.0,59.0,49.0,0.0,108.0,0.1960692497424499,2008.0,,38.767991753432646,-9.1634424257353,0,69,13.0,985.0,75.76923076923077,0,7,7
5450,William Salas,male,1943-05-10 03:40:00,1.0,1.0,4.0,1.0,170.0,9.0,10.0,94.0,113.0,190.0,68.0,33.0,47.0,0.0,98.0,0.1929847961165762,2008.0,,38.76723647741574,-9.168547242441642,0,80,13.0,724.0,55.69230769230769,0,7,7
6507,Marian Mong,female,1947-10-13 05:49:00,1.0,1.0,4.0,1.0,278.0,7.0,11.0,107.0,99.0,369.0,45.0,58.0,47.0,0.0,88.0,0.1967664509233472,2009.0,,38.75838390402287,-9.199571399103746,0,76,12.0,1010.0,84.16666666666667,0,7,7
15594,Robert Warner,male,1954-10-20 09:28:00,1.0,0.0,5.0,1.0,183.0,8.0,13.0,94.0,92.0,499.0,36.0,26.0,43.0,0.0,113.0,0.2016225981624772,2012.0,,38.73085210788051,-9.206830458047264,0,69,9.0,981.0,109.0,0,7,7
1634,Mary Guerra,female,1961-07-09 11:36:00,0.0,1.0,2.0,1.0,283.0,12.0,9.0,99.0,101.0,117.0,48.0,59.0,56.0,0.0,91.0,0.1929625675787502,2007.0,,38.7569281613714,-9.13381702821418,0,62,14.0,775.0,55.35714285714285,0,7,7
29702,Juan Vowell,male,1962-12-16 05:47:00,1.0,0.0,3.0,1.0,180.0,11.0,10.0,97.0,102.0,262.0,26.0,92.0,55.0,0.0,96.0,0.2040125764152254,2013.0,,38.71104048870915,-9.183282199094798,0,61,8.0,825.0,103.125,0,7,7
23689,Susanne Hunter,female,1943-12-30 11:45:00,1.0,1.0,6.0,1.0,175.0,11.0,12.0,106.0,106.0,353.0,62.0,36.0,51.0,0.0,104.0,0.2093723800832615,2016.0,,38.70981788856317,-9.200025186215171,0,80,5.0,900.0,180.0,0,7,7
29975,David Henderson,male,1961-05-19 10:39:00,0.0,1.0,2.0,1.0,200.0,9.0,10.0,108.0,107.0,290.0,46.0,43.0,56.0,0.0,100.0,0.2099449582268671,2014.0,,38.78608104410529,-9.145054291698584,0,62,7.0,859.0,122.71428571428572,0,7,7
9249,Kevin Glenn,male,1950-08-11 08:59:00,0.0,1.0,2.0,1.0,123.0,8.0,10.0,103.0,112.0,272.0,66.0,20.0,60.0,0.0,101.0,0.1952678815862438,2010.0,,38.76868429564192,-9.149861165744904,0,73,11.0,764.0,69.45454545454545,0,7,7
18003,Matthew Tate,male,1959-06-17 05:54:00,0.0,1.0,4.0,1.0,208.0,11.0,10.0,91.0,94.0,189.0,48.0,47.0,52.0,0.0,112.0,0.2064588798626959,2011.0,,38.72096719637034,-9.16768259236428,0,64,10.0,740.0,74.0,0,7,7
10612,Theresa Spence,female,1954-09-14 08:15:00,0.0,1.0,4.0,1.0,199.0,8.0,11.0,103.0,98.0,233.0,32.0,53.0,46.0,0.0,64.0,0.1961997504602588,2011.0,,38.71361865969494,-9.21028336544507,0,69,10.0,772.0,77.2,0,7,7
27191,William Lossett,male,1947-09-10 10:26:00,1.0,0.0,3.0,1.0,229.0,8.0,9.0,95.0,94.0,251.0,52.0,26.0,55.0,0.0,104.0,0.1945709423482851,2014.0,,38.75813928730843,-9.157956968330728,0,76,7.0,810.0,115.71428571428572,0,7,7
16403,George Silvey,male,1944-07-17 02:55:00,1.0,0.0,6.0,1.0,202.0,8.0,10.0,102.0,100.0,501.0,42.0,44.0,50.0,0.0,108.0,0.1945406269069463,2009.0,,38.74500610855269,-9.194089027377872,0,79,12.0,1049.0,87.41666666666667,0,7,7
5146,Thelma Fenner,female,1949-10-21 05:09:00,0.0,0.0,5.0,1.0,220.0,11.0,9.0,104.0,100.0,381.0,62.0,70.0,46.0,0.0,100.0,0.196366820207973,2003.0,,38.72099451180538,-9.192213180626576,0,74,18.0,994.0,55.22222222222222,0,7,7
8759,Mary Delong,female,1944-10-14 07:55:00,1.0,0.0,5.0,1.0,173.0,10.0,10.0,105.0,99.0,197.0,73.0,29.0,48.0,0.0,89.0,0.199718270145482,2009.0,,38.725027185196346,-9.165133675782364,0,79,12.0,734.0,61.16666666666666,0,7,7
16032,Burt Young,male,1955-05-24 09:44:00,1.0,0.0,8.0,1.0,150.0,12.0,10.0,97.0,104.0,291.0,54.0,47.0,61.0,0.0,102.0,0.2010673037980119,2014.0,,38.76594542962602,-9.156993848701632,0,68,7.0,816.0,116.57142857142856,0,7,7
28335,Sarah Decambra,female,1953-12-17 08:01:00,1.0,1.0,4.0,1.0,142.0,12.0,10.0,100.0,108.0,426.0,41.0,70.0,61.0,0.0,109.0,0.2011644109183027,2010.0,,38.74231867193085,-9.160583186669705,0,70,11.0,960.0,87.27272727272727,0,7,7
4958,Herma Forbis,female,1953-03-22 12:54:00,1.0,1.0,1.0,1.0,187.0,11.0,10.0,106.0,99.0,309.0,79.0,62.0,52.0,0.0,92.0,0.1941144770584416,2008.0,,38.77159662351792,-9.189729313790204,0,70,13.0,905.0,69.61538461538461,0,7,7
1991,Jesse Williams,male,1959-05-21 08:49:00,1.0,1.0,4.0,1.0,214.0,12.0,9.0,91.0,97.0,241.0,65.0,29.0,48.0,0.0,114.0,0.2014034554980647,2009.0,,38.75323550959812,-9.194071913439933,0,64,12.0,797.0,66.41666666666667,0,7,7
13483,Martin Ferrero,male,1941-11-12 02:16:00,1.0,0.0,3.0,1.0,183.0,9.0,11.0,100.0,96.0,483.0,73.0,77.0,54.0,0.0,106.0,0.1997432516784689,2011.0,,38.70890085682341,-9.176700317105798,0,82,10.0,1075.0,107.5,0,7,7
