customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,is_business,age,lifetime_spent,education_level
1441,Fausto`s Supermarket,male,1989-01-23 11:26:00,0.0,0.0,0.0,1.0,2.678482190079608,1.0955066586684703,0.5756462732485115,2.103956174256987,2.3208279961080014,2.707298454704994,2.613335390817399,34425.0,1.55613960731884,,0.9780057513570364,0.1992612260672088,2008.0,961221.0,38.86624175361175,-9.110871294923252,1,34,34440.07554647195,0
3399,Sandy`s Supermarket,female,1970-07-11 12:57:00,0.0,0.0,0.0,1.0,2.7979319932951574,1.141087047866959,0.4479398673070137,2.121941095181356,2.2760504439786287,2.7093013859332022,2.623428919772058,36152.0,1.5551475425249348,,0.9972460116410686,0.2019332285531989,2009.0,,38.86636617487572,-9.111207226017632,1,53,36167.22488842855,0
8086,Eugene`s Supermarket,male,1956-02-29 08:26:00,0.0,0.0,0.0,1.0,2.8024376660625423,1.146241869667643,0.1732867951399863,2.109861960697846,2.2987559169660723,2.707971176267998,2.612482813475966,34777.0,1.5306232023785966,,0.95166562244258,0.2108953081014451,2010.0,,38.86588702297553,-9.11135294589299,1,67,34792.208374605514,0
9706,Michele`s Supermarket,female,1962-12-06 02:12:00,0.0,0.0,0.0,1.0,2.844842803735405,1.184049612098624,0.708303336014054,2.104066818206569,2.2910479289875507,2.703117913973628,2.615854394202106,35000.0,1.5551475425249348,,0.9972460116410686,0.2002110713764331,2009.0,,38.86627290717556,-9.111173901469286,1,61,35015.298127013724,0
17805,Robert`s Supermarket,male,1982-09-22 03:36:00,0.0,0.0,0.0,1.0,2.7514316474816467,1.1277148766292124,0.5994738181995927,2.1220955273905293,2.287594507700875,2.7031984876589594,2.619223382870881,35809.0,1.5531515239378797,,1.0063379226837874,0.1957122068970535,2008.0,,38.86660720488823,-9.1112064244204,1,41,35824.164409953664,0
6223,James`s Supermarket,male,1942-04-21 03:42:00,0.0,0.0,0.0,1.0,2.7316194757673347,1.116477029663646,0.772760613339579,2.144948083293189,2.3073886477249967,2.703223661610989,2.615975755160529,34219.0,1.5506338792969807,,0.9780057513570364,0.1962764964656081,2012.0,,38.8665778407041,-9.111230146549987,1,81,34234.17026653252,0
9421,David`s Supermarket,male,2001-01-18 09:35:00,0.0,0.0,0.0,1.0,2.595821699424249,1.141087047866959,0.7225929394740411,2.1251643056940344,2.288839015910856,2.704068036270249,2.617895396023128,34569.0,1.5586026814295928,,0.9972460116410686,0.2001218076176627,2011.0,,38.866749773166,-9.111501127303612,1,22,34584.03147818262,0
18698,Thomas`s Supermarket,male,1969-01-14 08:13:00,0.0,0.0,0.0,1.0,2.423006376498939,1.146241869667643,0.708303336014054,2.1543953413618766,2.306060819286293,2.7071944170517708,2.617399124981337,35354.0,1.5556440670178422,,0.9729550745276566,0.2051278690516731,2011.0,,38.86579619663921,-9.11092302861518,1,54,35368.90994201587,0
26453,Johnny`s Supermarket,male,1984-06-06 11:01:00,0.0,0.0,0.0,1.0,2.711171377029096,1.1562432033210677,0.7225929394740411,2.158610687866619,2.311378611745959,2.70557377863364,2.61725005136295,34591.0,1.5586026814295928,,0.9678002527269728,0.2054567558391314,2012.0,,38.866237112402494,-9.11169529643733,1,39,34606.218830391386,0
26022,Twyla`s Supermarket,female,1995-10-13 02:58:00,0.0,0.0,0.0,1.0,2.781271035403903,1.153780129210315,0.6770125502755525,2.0656397432526643,2.3098534048654726,2.7128822144307763,2.619448722303635,35262.0,1.5531515239378797,,1.0277184660433278,0.2000962479227422,2011.0,,38.86590618014628,-9.111490662154296,1,28,35277.1960267734,0
